num_1,num_2,num_3,first_name,last_name,city,country,department,with_nulls_1,contract_type_1,date_1,date_2
57,615.0066356200357,66.19465742977346,Owen,Anderson,,Mexico,Design,,CONTRACT,11-Sep-2021,03-Mar-2020
96,320.81178196975213,42.39508121301452,Daniel,Green,,Poland,Sales,Colorado Springs,CONTRACT,16-Feb-2020,10-Nov-2022
18,758.2543974778945,59.85079307626486,Owen,Williams,Sacramento,China,Finance,,CONTRACT,04-Apr-2020,01-Nov-2023
99,149.60722157010198,54.01243869292696,Liam,Johnson,New York,Ireland,Marketing,Miami,CONTRACT,23-Aug-2021,22-Dec-2023
86,131.98435289510945,76.05075922639834,Jack,Davis,Long Beach,Poland,Procurement,,CONTRACT,16-Jul-2022,16-Mar-2023
70,843.8616852859946,58.27778174100705,Avery,Lee,Fort Worth,Belgium,Product,,CONTRACT,11-Nov-2022,02-Apr-2020
31,732.6596953503167,23.145546235878285,David,Torres,Fort Worth,Portugal,Design,,CONTRACT,13-Jun-2020,09-Oct-2022
94,942.8917149079318,70.50689156701364,Benjamin,Young,Fresno,Finland,IT,,CONTRACT,19-Nov-2023,11-Mar-2023
54,689.7410703803761,28.426930016433197,Victoria,Smith,Columbus,Spain,Research,,CONTRACT,14-Nov-2020,07-Nov-2023
47,593.6826364710987,50.19237764578002,Henry,Hernandez,Miami,Austria,Customer Support,San Jose,CONTRACT,02-Feb-2022,16-Jan-2023
48,848.401523482251,21.262944665894853,Benjamin,Davis,,Belgium,Procurement,,CONTRACT,24-Jun-2021,30-Nov-2020
20,694.3237243217085,40.32629263588142,Lily,Jackson,Miami,India,Engineering,,CONTRACT,01-Jun-2020,29-Mar-2022
33,274.98140074404074,68.66536057437317,Abigail,Johnson,Tucson,India,Quality Assurance,,CONTRACT,20-Jan-2022,11-Apr-2020
73,129.6187521422869,53.33593924742631,Grace,Torres,Albuquerque,Portugal,Quality Assurance,,CONTRACT,26-Jun-2020,07-Mar-2021
46,742.4028266489107,59.66624317457405,Olivia,Smith,Baltimore,Spain,Legal,,CONTRACT,15-Dec-2020,18-Nov-2023
98,840.8424244293846,57.71585896207801,James,Smith,Nashville,Denmark,Sales,,CONTRACT,04-Sep-2020,06-Aug-2023
50,150.25974458556223,63.39978454774109,David,Johnson,,Italy,Customer Support,,CONTRACT,12-Nov-2023,18-Jul-2023
68,160.89662567767803,47.78469606602562,Victoria,Garcia,Long Beach,India,Legal,,CONTRACT,17-Aug-2022,02-Aug-2021
89,778.0424396459993,24.037793104676016,,Wilson,New York,New Zealand,Sales,,CONTRACT,09-Jul-2020,04-Aug-2021
55,499.30746799716354,71.66506899852347,Emily,Smith,Raleigh,Australia,Procurement,,CONTRACT,18-Jun-2023,08-Jan-2021
87,879.9603234825757,44.13999083983868,Michael,Scott,Raleigh,Thailand,Legal,,CONTRACT,12-May-2020,22-Sep-2021
83,764.9136011423009,58.79906115390179,Grace,White,Raleigh,Canada,IT,,CONTRACT,10-Jul-2022,19-Aug-2023
0,11.185299331587517,70.88877292161877,Noah,Johnson,Washington,Norway,Human Resources,,CONTRACT,31-Aug-2022,03-Jul-2020
90,861.9454532288212,51.83172615540451,Mason,Clark,Denver,Spain,Analytics,,CONTRACT,24-Jan-2021,07-Jan-2021
29,793.027830802589,72.96424413208337,Scarlett,Hill,Houston,Peru,Product,,CONTRACT,07-Oct-2022,11-Jul-2023
60,306.5354485777885,24.494099276618392,Sebastian,Garcia,Atlanta,Italy,Sales,,CONTRACT,22-May-2020,30-Nov-2021
28,984.6137893389387,17.26754029136076,Olivia,Smith,Milwaukee,Austria,Engineering,,CONTRACT,01-Jan-2020,24-Feb-2023
86,798.9827286605325,55.748995027839655,,Harris,Columbus,Singapore,Human Resources,,CONTRACT,09-Oct-2020,25-Sep-2020
76,109.15183221146884,50.62349580845456,Scarlett,Jones,San Jose,Japan,Procurement,,CONTRACT,14-Sep-2020,13-Dec-2020
29,232.28600829537083,62.85678309213977,Ethan,Lee,Fort Worth,Sweden,Engineering,,CONTRACT,07-Apr-2023,09-Feb-2023
19,391.51305806854054,57.83398028068903,Victoria,Flores,Miami,India,Sales,,CONTRACT,03-Aug-2021,01-Jan-2024
76,363.2380089087558,61.60945239871566,James,Johnson,Portland,UK,IT,,CONTRACT,22-Aug-2021,18-Sep-2020
44,572.117815906064,23.32445208427464,Jack,Flores,Long Beach,South Korea,Quality Assurance,,CONTRACT,15-Oct-2022,27-Mar-2022
56,972.2761765839696,68.1559965929303,Joseph,Anderson,Seattle,India,Human Resources,,CONTRACT,17-Aug-2023,18-Apr-2023
91,587.7480897005453,59.14599866019289,Amelia,Young,,Belgium,Research,,CONTRACT,18-Oct-2023,15-Aug-2022
78,333.24875745302217,45.53317465351938,Evelyn,Young,Albuquerque,USA,Engineering,Charlotte,CONTRACT,04-Mar-2021,07-Jun-2020
41,894.762805793022,79.70598240222066,Alexander,Flores,Portland,Japan,Product,,CONTRACT,09-Feb-2021,27-Dec-2020
91,605.0509563791687,73.28674731577239,Scarlett,Flores,,France,IT,,CONTRACT,25-Dec-2022,27-Apr-2023
0,411.9556146408185,31.399805253909744,Victoria,Ramirez,,Norway,Engineering,Albuquerque,CONTRACT,22-Sep-2022,13-Sep-2020
83,658.0231431485212,34.128463755237256,Olivia,Jones,Chicago,France,Legal,,CONTRACT,21-Jun-2021,12-Sep-2020
59,41.82710425849301,25.761511838413902,Avery,White,San Antonio,Poland,Procurement,,CONTRACT,01-Nov-2023,26-Feb-2020
43,980.0918846248005,78.25295229610838,Sebastian,Smith,Jacksonville,India,Quality Assurance,,CONTRACT,24-Feb-2022,12-Jul-2021
58,230.01227408955472,38.547465771442006,Mia,Thomas,Miami,Ireland,Operations,,CONTRACT,21-Jul-2022,18-May-2020
85,247.26788685022484,44.702734280315624,Emma,Perez,Mesa,UK,Analytics,Nashville,CONTRACT,27-Apr-2022,04-Jul-2020
6,758.3523914059127,52.700763074815946,,Taylor,Denver,Brazil,Finance,,CONTRACT,26-Dec-2021,14-May-2022
30,99.15827629412377,69.14209861309385,Emma,Miller,San Francisco,Argentina,Product,,CONTRACT,15-Jul-2023,31-May-2023
2,209.13758559303486,8.752356227786052,Daniel,Ramirez,Phoenix,Argentina,Product,,CONTRACT,09-Nov-2020,08-Jan-2023
33,422.57694650026355,49.11709641590396,Lily,Thompson,Detroit,Argentina,Finance,,CONTRACT,24-Aug-2021,17-Mar-2023
17,883.57834761104,52.85997049639837,Liam,Hernandez,Nashville,Argentina,Analytics,,CONTRACT,19-Oct-2020,30-Mar-2022
34,71.69902896197611,62.08906025679942,Sebastian,Gonzalez,Jacksonville,South Korea,Human Resources,,CONTRACT,24-Feb-2020,02-Oct-2021
23,95.91786219508991,34.38141727718893,Riley,Harris,Chicago,France,Quality Assurance,,CONTRACT,07-Jun-2020,17-Feb-2020
62,675.7901192395701,69.88877651601032,,Ramirez,Los Angeles,Ireland,Procurement,,CONTRACT,28-Dec-2022,10-Sep-2023
23,382.3391750362216,39.476134508199564,Charlotte,Jackson,Louisville,China,Engineering,Las Vegas,CONTRACT,20-Mar-2020,31-May-2022
85,210.82648238068103,41.96220262492998,James,Miller,Atlanta,Italy,Product,,CONTRACT,10-Jan-2022,04-Oct-2021
98,704.0116703967788,68.82152356809928,Emily,Sanchez,Austin,Denmark,IT,Philadelphia,CONTRACT,22-May-2020,03-Aug-2021
83,515.8323284314235,32.47468462542003,,King,San Diego,Austria,Quality Assurance,Tucson,CONTRACT,21-Jul-2021,24-Apr-2023
20,303.6607206393075,48.00354686856096,Alexander,White,Mesa,Japan,IT,San Francisco,CONTRACT,26-Jul-2021,01-Aug-2021
30,246.24704665887143,53.62357122019648,Aiden,Brown,Los Angeles,Denmark,Legal,,CONTRACT,27-Nov-2023,01-Sep-2023
67,385.58476833346543,27.69657904582674,Ella,Wilson,Raleigh,Japan,Quality Assurance,,CONTRACT,19-Feb-2023,30-Sep-2020
16,729.0917380806528,27.0999402352719,,Williams,Memphis,Singapore,Analytics,Las Vegas,CONTRACT,17-Jul-2020,24-Apr-2023
22,660.4333772522702,61.217215874175324,,Taylor,,Norway,Engineering,,CONTRACT,11-Nov-2021,07-Jul-2020
82,783.5953713696308,63.50891226599496,Daniel,Robinson,,France,Customer Support,,CONTRACT,21-Dec-2021,20-Nov-2022
35,161.92091815814635,60.30514950695268,Jackson,Martin,San Diego,New Zealand,Human Resources,,CONTRACT,28-Jun-2020,07-Sep-2020
100,125.70335746298788,54.83678780292274,Samuel,Gonzalez,Las Vegas,Italy,Customer Support,,CONTRACT,19-May-2020,27-Jul-2021
51,521.2079287828946,56.239039348701276,Sebastian,Smith,Kansas City,USA,Marketing,San Francisco,CONTRACT,05-Apr-2022,23-Jul-2020
70,725.7837199518312,66.33762082658481,Scarlett,Taylor,Fresno,Czech Republic,Legal,,CONTRACT,27-Sep-2021,09-Feb-2020
60,456.37317955445246,52.9743511726986,William,Young,Columbus,Finland,Product,,CONTRACT,30-Oct-2020,02-Jul-2022
7,217.76570650251736,39.28903227291715,Lucas,Brown,Albuquerque,Spain,Analytics,Denver,CONTRACT,06-Aug-2021,27-Feb-2022
48,377.71140982783237,34.599128167065466,Owen,Green,Indianapolis,UK,Human Resources,,CONTRACT,20-Jul-2020,07-Nov-2021
72,707.5805831739975,43.086047802481,Aiden,Moore,Kansas City,Austria,Customer Support,,CONTRACT,18-Aug-2021,09-Feb-2022
53,393.2507848896919,64.51714052282156,Michael,Moore,Portland,Canada,Human Resources,,CONTRACT,07-Jan-2020,26-Nov-2021
33,335.16467209202017,46.77339711383323,,Brown,Albuquerque,Peru,Quality Assurance,,CONTRACT,16-Apr-2023,23-Aug-2021
100,395.04469124877284,68.28580209569213,Aria,Young,Kansas City,Switzerland,Operations,Seattle,CONTRACT,03-Dec-2023,03-Oct-2023
88,231.11172681631675,62.598198022151394,Benjamin,Green,Albuquerque,Switzerland,Product,,CONTRACT,24-Jun-2021,06-Jan-2021
84,24.515777267262173,57.99133444448003,William,Perez,San Antonio,Canada,Operations,Charlotte,CONTRACT,22-Aug-2020,09-Feb-2021
41,581.0937236124623,32.812735682936065,Riley,Hill,New York,Australia,Customer Support,,CONTRACT,11-Jul-2023,26-Mar-2020
17,41.02761933455579,60.10766387958587,Aria,White,Chicago,Austria,Procurement,,CONTRACT,02-Aug-2020,26-Aug-2020
9,888.6508583478656,42.4740749128497,Abigail,Thompson,Philadelphia,India,IT,Houston,CONTRACT,10-Nov-2020,06-Dec-2022
29,238.17870014740993,56.68101325756973,,Hill,Kansas City,Portugal,Human Resources,,CONTRACT,24-Dec-2021,13-Jan-2022
94,576.9409587593177,52.07229942634904,Scarlett,Green,,Germany,Human Resources,,CONTRACT,27-Jan-2021,30-May-2023
98,691.9174320400729,46.72078741944111,Joseph,Moore,Raleigh,Australia,Customer Support,,CONTRACT,04-Mar-2020,08-Aug-2021
56,890.2666465714206,25.821749126460205,,Williams,,Thailand,Customer Support,Boston,CONTRACT,20-Apr-2022,12-Jan-2023
83,947.7121501479742,47.20390491105794,,Martinez,,Argentina,Engineering,,CONTRACT,27-Sep-2022,09-Jun-2021
38,754.4335027199298,38.93948318124178,Elizabeth,Walker,Columbus,Netherlands,Product,Baltimore,CONTRACT,07-Mar-2022,04-Oct-2020
11,79.21063889322144,64.48688381122491,Emily,Martin,Philadelphia,Colombia,Sales,,CONTRACT,13-Apr-2022,25-Sep-2020
46,842.0921704123326,40.498718765976825,Charlotte,Harris,Kansas City,Denmark,Engineering,,CONTRACT,28-Oct-2023,13-Aug-2023
21,442.7464755305295,69.25245034252919,Riley,Brown,Fresno,Sweden,Customer Support,,CONTRACT,01-Sep-2020,07-Sep-2023
53,24.005737853960984,40.04980369404415,Grace,Martinez,Dallas,Peru,Sales,,CONTRACT,27-May-2023,07-Jan-2021
35,837.3461431100354,46.17544278243018,Noah,Allen,Seattle,Czech Republic,Human Resources,Raleigh,CONTRACT,07-Jul-2022,02-Jul-2022
98,247.71858666278146,64.94826048985223,Mia,Ramirez,Portland,New Zealand,Design,,CONTRACT,16-Sep-2020,25-Sep-2020
58,379.1588148598998,68.34323528345502,Jackson,Torres,Philadelphia,China,Design,,CONTRACT,19-Mar-2020,11-Jul-2020
69,53.96063119701344,41.610227877745594,Emily,Flores,Mesa,Japan,Quality Assurance,,CONTRACT,23-Dec-2022,02-Dec-2023
95,135.9283231195859,26.461584661420535,Amelia,Sanchez,Fresno,Netherlands,Customer Support,,CONTRACT,23-Jun-2021,09-Feb-2023
61,619.3847415076685,49.76129793656083,,Jones,Columbus,Poland,Procurement,,CONTRACT,24-Jun-2021,29-May-2022
79,3.5772011334263,48.599689999958635,Emily,Green,Chicago,Finland,Analytics,,CONTRACT,30-Sep-2020,04-Mar-2021
5,112.79102348874493,51.43795585179925,Abigail,Lee,Washington,South Korea,Design,Dallas,CONTRACT,10-Nov-2021,23-Sep-2021
7,672.1076514221025,22.53184065289056,Ethan,Ramirez,Washington,China,Research,,CONTRACT,13-May-2022,21-Apr-2021
30,207.43059313611235,81.3844373208325,Ella,Green,Fort Worth,Canada,Research,Mesa,CONTRACT,19-Aug-2020,10-Dec-2021
18,454.65847902763767,57.72686653139176,,Martinez,Philadelphia,Argentina,Research,,CONTRACT,21-Oct-2022,19-Oct-2022
59,380.7979137916824,68.12596630121442,Chloe,Rodriguez,Chicago,New Zealand,Sales,,CONTRACT,10-Jul-2021,19-Apr-2022
98,375.5323658384779,61.61634208350994,Lucas,King,New York,Peru,Marketing,,CONTRACT,18-Feb-2023,13-Aug-2023
54,570.4269027568671,45.25349210884444,Olivia,Thomas,,Finland,Quality Assurance,,CONTRACT,06-Sep-2022,26-May-2022
29,120.34095183598548,70.37017866417537,Evelyn,Young,Raleigh,Italy,Marketing,,CONTRACT,15-Dec-2023,04-Jul-2023
13,953.1523187837784,49.043507828154134,Amelia,Green,Fresno,Singapore,Finance,,CONTRACT,01-Jan-2023,20-Oct-2020
66,832.6055424054016,38.515284132471706,Ethan,Miller,Mesa,Finland,Legal,,CONTRACT,04-Dec-2023,13-Feb-2020
63,724.2293104493906,88.94985266724984,,Allen,Albuquerque,Peru,Research,,CONTRACT,03-Sep-2021,10-May-2023
5,896.7371002552011,27.356978950327957,,Martin,Detroit,Poland,Operations,,CONTRACT,09-Feb-2020,05-Sep-2021
79,476.6740817093703,41.099353761803094,Jackson,Scott,Colorado Springs,France,Procurement,,CONTRACT,12-Jan-2023,11-Oct-2023
79,37.816874201531014,76.4337199681303,Emma,Gonzalez,New York,India,Design,Phoenix,CONTRACT,11-Apr-2020,23-Jan-2023
100,919.3389174891419,22.954575554433152,Avery,Jones,Houston,New Zealand,Operations,,CONTRACT,17-Aug-2023,26-May-2022
47,174.50192153296905,45.06215976906305,David,Moore,Chicago,Poland,Procurement,,CONTRACT,26-Dec-2022,11-Jan-2021
16,624.256704553802,57.526743938342435,Liam,Gonzalez,Seattle,Brazil,Quality Assurance,Miami,CONTRACT,23-Oct-2020,27-Aug-2022
24,165.0270248511677,68.15523581514373,Amelia,Garcia,Raleigh,Brazil,Design,,CONTRACT,17-Jun-2023,16-Jan-2020
28,693.1708750944048,53.00500311396089,Samuel,Lopez,Philadelphia,Belgium,Design,,CONTRACT,02-May-2023,07-Oct-2021
2,729.5687526541992,45.49617510100829,Emma,Green,Philadelphia,Brazil,Customer Support,Kansas City,CONTRACT,28-Apr-2022,11-Jan-2020
88,74.43635140660709,44.10309141549406,,Taylor,Raleigh,Thailand,Customer Support,,CONTRACT,10-Jun-2023,31-Oct-2022
8,130.49574491150372,37.21811649554181,David,Harris,Austin,UK,Legal,,CONTRACT,17-Apr-2022,09-Aug-2023
9,753.1948697078446,47.37996195469054,,White,Louisville,UK,Customer Support,,CONTRACT,10-Oct-2022,12-Aug-2020
65,788.890731166803,53.72772020735803,Noah,Flores,,Canada,Finance,,CONTRACT,14-Sep-2023,29-Jun-2020
68,474.95974261046615,45.99888905913119,James,Harris,Mesa,France,Human Resources,,CONTRACT,27-Nov-2021,05-Sep-2021
64,656.0587199020941,62.84360431270308,Ella,Allen,,Peru,Customer Support,Sacramento,CONTRACT,19-Apr-2021,05-May-2021
61,99.8243539197361,66.70602947136948,Ella,Garcia,Memphis,Ireland,Design,,CONTRACT,06-Apr-2023,29-May-2021
68,962.2690778274077,37.804933305725285,Liam,Green,Louisville,Austria,Marketing,,CONTRACT,22-Apr-2020,23-Nov-2020
80,126.01160798927147,79.36173811429859,Isabella,Green,San Diego,Colombia,Quality Assurance,,CONTRACT,27-Jul-2023,03-Jul-2023
63,988.4208744106578,37.324003374353225,Owen,Jackson,Fresno,Brazil,Sales,,CONTRACT,30-Oct-2023,19-Jan-2023
37,497.1501304020469,59.620850297565866,Elizabeth,Martinez,Kansas City,Poland,Sales,Raleigh,CONTRACT,20-May-2023,27-May-2023
81,334.48104610089933,50.73150444799477,Sebastian,Scott,,Germany,Research,,CONTRACT,22-Nov-2020,11-Sep-2021
24,783.8979009456981,54.58072763538934,,Torres,Sacramento,Argentina,Research,Memphis,CONTRACT,16-Aug-2023,21-Dec-2021
41,201.26722189737856,1.1582530237992685,Noah,Martinez,Charlotte,Japan,Procurement,Miami,CONTRACT,11-Apr-2022,29-May-2022
50,130.8019183018606,73.69194307548078,,Martinez,Philadelphia,Singapore,Product,Tucson,CONTRACT,18-Jan-2021,14-Sep-2022
80,247.62650470643445,59.43530094137742,Sophia,Davis,Sacramento,Japan,Engineering,Phoenix,CONTRACT,16-Mar-2022,23-Apr-2021
83,841.5302145413369,53.57759144484658,Evelyn,Thompson,Washington,Austria,Analytics,,CONTRACT,03-Mar-2021,28-Oct-2022
25,348.2471082657541,57.58635297896455,Ethan,Johnson,,Thailand,Analytics,,CONTRACT,28-Aug-2021,22-Jun-2021
66,534.4382377113149,33.618370933312434,Emma,Ramirez,New York,Portugal,Legal,,CONTRACT,19-Aug-2020,09-Jun-2023
79,898.5309339066666,65.51979815227527,Benjamin,Garcia,Milwaukee,Australia,Quality Assurance,,CONTRACT,28-Sep-2020,06-May-2021
27,505.27903909046125,42.94440137868253,,Taylor,Colorado Springs,Argentina,Research,,CONTRACT,08-Jul-2023,16-Jul-2021
24,882.5031989344039,48.014313165416,Ava,Miller,Indianapolis,France,IT,,CONTRACT,23-Mar-2021,15-Oct-2023
4,125.42498119326706,29.922603195455327,Riley,Hernandez,,USA,Legal,,CONTRACT,05-Sep-2023,04-Jun-2022
84,513.3991772633663,35.26536779803682,Abigail,Rodriguez,,Czech Republic,Analytics,,CONTRACT,03-Sep-2021,09-Jun-2023
86,971.667861392489,37.937463847808786,Lily,Allen,Las Vegas,Peru,Finance,,CONTRACT,09-Dec-2021,26-May-2020
66,464.8446617067724,44.33283461812229,Lily,Rodriguez,Louisville,USA,Design,,CONTRACT,09-Jul-2023,15-Mar-2023
24,345.798342400212,70.59665355783444,Scarlett,Wright,Columbus,Italy,Research,,CONTRACT,03-Jun-2023,17-Nov-2020
80,329.87502913420076,57.72951055989859,Sebastian,Anderson,Fort Worth,UK,Customer Support,,CONTRACT,27-Apr-2021,29-Mar-2023
38,749.0865982486689,49.5383490258397,Emma,Thomas,Austin,Austria,Analytics,,CONTRACT,30-Dec-2020,21-Mar-2021
35,149.5768502331154,71.47241511566571,Isabella,Thomas,Kansas City,Thailand,Procurement,,CONTRACT,26-Oct-2023,12-Nov-2020
60,555.4653527487711,51.76039262080831,Grace,Robinson,Austin,Mexico,Product,,CONTRACT,06-May-2023,16-Feb-2022
36,413.49831702451655,26.968703877134235,Lily,Jones,,Austria,Customer Support,,CONTRACT,22-Oct-2021,08-Nov-2021
17,34.29515118370308,42.005867312463025,Lucas,Smith,,China,Procurement,,CONTRACT,01-May-2023,25-Sep-2022
68,231.2394164028283,54.26078992119646,Harper,Lee,Houston,Thailand,Finance,,CONTRACT,24-Jan-2022,20-May-2023
50,175.29580624035145,19.85894145915483,Carter,Sanchez,Memphis,China,Operations,,CONTRACT,12-Nov-2021,10-Jan-2023
41,905.781198671808,55.96582844091403,Henry,Scott,Dallas,France,Sales,Louisville,CONTRACT,01-May-2021,13-Jul-2020
16,71.64770433167489,67.77309731082322,Sophia,Hill,Long Beach,Peru,Marketing,Baltimore,CONTRACT,03-Mar-2021,16-May-2023
31,591.865068103952,43.32193728351568,,Harris,San Jose,Australia,Human Resources,Portland,CONTRACT,13-Feb-2022,15-Jul-2023
19,257.47938602080154,62.00659522455258,Benjamin,Green,Detroit,China,Engineering,Miami,CONTRACT,30-Jul-2021,14-Aug-2021
9,786.2587425622092,52.69478782072441,Alexander,Nguyen,,USA,Marketing,,CONTRACT,07-Oct-2021,11-Apr-2023
47,465.2579076889726,25.140097074285343,Daniel,Brown,Jacksonville,Switzerland,Operations,,CONTRACT,12-Jul-2022,11-Apr-2023
81,731.1724051414736,55.70363713346363,Mia,Lee,San Antonio,Netherlands,Quality Assurance,Fresno,CONTRACT,02-Feb-2021,24-Nov-2022
29,169.13230025379178,51.7560962347833,James,Brown,Fort Worth,Poland,Design,,CONTRACT,03-Sep-2022,01-Jul-2022
46,2.8200908550847226,45.8697899648333,Carter,Jones,Washington,Finland,Legal,Kansas City,CONTRACT,17-Dec-2022,13-Nov-2023
13,466.4572920660528,33.52221976907748,James,Davis,Seattle,Chile,Finance,,CONTRACT,30-Apr-2020,20-Jan-2020
78,749.9527013636466,59.00081431788931,Benjamin,Harris,Memphis,Japan,Product,,CONTRACT,09-May-2022,30-Jun-2022
56,685.5439006981297,40.06511373195712,Lily,White,Sacramento,Canada,Sales,Fort Worth,CONTRACT,06-Oct-2021,31-Dec-2020
7,141.2159498701878,55.683523666912144,Avery,Rodriguez,Long Beach,Norway,Engineering,,CONTRACT,14-Jan-2022,08-Jul-2021
91,108.48944641825543,49.26689902256182,Alexander,Robinson,Seattle,Portugal,Customer Support,Albuquerque,CONTRACT,05-Jun-2023,12-Aug-2020
96,266.2034149125747,63.08873663342534,Mia,Wilson,Fort Worth,Japan,Product,,CONTRACT,19-Mar-2020,17-Jun-2021
2,26.249113019847226,61.557261950116555,Aiden,Rodriguez,Milwaukee,Colombia,Legal,Miami,CONTRACT,06-Jul-2021,22-Nov-2021
47,973.286479076429,39.8158155361828,Jack,Thompson,San Francisco,China,Legal,,CONTRACT,27-Feb-2021,23-May-2021
78,36.85062051859455,87.94008507699274,Carter,Lopez,Houston,China,Design,,CONTRACT,04-Jul-2020,20-Apr-2023
97,898.5754351637845,47.83492399661537,Mia,Gonzalez,San Francisco,Australia,Research,,CONTRACT,08-Sep-2023,17-Dec-2022
72,750.779090664971,34.86227852638446,Sophia,Walker,Fresno,New Zealand,Sales,,CONTRACT,25-Nov-2022,14-May-2021
5,490.515026299855,61.001637905845655,,Lewis,Albuquerque,Brazil,Sales,,CONTRACT,16-Apr-2020,12-Aug-2020
82,326.87309938255936,60.47366579543781,Riley,Lewis,San Francisco,UK,Human Resources,Atlanta,CONTRACT,09-Jun-2022,17-Jun-2021
79,128.04264402570809,46.46585764664607,Daniel,Hill,Miami,Italy,Human Resources,,CONTRACT,28-May-2023,08-Nov-2020
50,581.3701685092669,43.54452395395822,,Torres,,China,Design,,CONTRACT,13-Jan-2023,29-Sep-2023
92,242.26514714785296,36.0362669940068,Ethan,Green,,UK,Operations,,CONTRACT,29-Aug-2023,09-Jun-2023
99,237.4851030806796,50.01311478465413,Carter,White,Phoenix,Italy,Human Resources,,CONTRACT,13-Nov-2020,04-Oct-2021
95,225.7943035651644,32.24340223858519,Ella,Torres,Boston,Japan,Product,Louisville,CONTRACT,11-Dec-2021,02-Jun-2023
43,330.0203933125766,26.15121102115453,Grace,Taylor,Long Beach,Mexico,Customer Support,,CONTRACT,24-Mar-2023,31-Jul-2023
83,60.47913119932136,60.20379457081734,,Martinez,Colorado Springs,Spain,Finance,,CONTRACT,26-Aug-2020,24-Apr-2021
13,306.74768089590043,56.83169251539848,Owen,Davis,Mesa,Canada,Procurement,,CONTRACT,02-Apr-2022,16-Apr-2022
21,347.07523243592533,42.248193746771996,Mason,Allen,Indianapolis,Colombia,Design,,CONTRACT,12-Jul-2023,22-Jun-2021
81,850.2509304609813,57.68657448856642,Olivia,Clark,Indianapolis,Sweden,Sales,,CONTRACT,28-Aug-2020,24-Aug-2023
25,223.73093689903322,29.408883324455864,Abigail,Sanchez,Nashville,Sweden,Design,,CONTRACT,22-Feb-2021,21-Sep-2023
98,815.1415423399415,61.29921679652792,Olivia,Taylor,Columbus,India,Operations,,CONTRACT,11-Aug-2020,15-Jun-2023
38,967.9924262745775,70.77243606860618,Lily,Thompson,Atlanta,Chile,IT,Memphis,CONTRACT,23-Aug-2021,13-Aug-2020
82,477.66733800073,68.18934609841726,Noah,Perez,Washington,Sweden,Quality Assurance,,CONTRACT,27-Mar-2022,20-Dec-2022
52,38.38252641707551,72.02390118562602,Ella,Gonzalez,Mesa,Brazil,Marketing,,CONTRACT,09-May-2021,26-Apr-2021
31,234.823449459723,61.371681990082095,Lucas,Thomas,San Jose,Switzerland,Human Resources,,CONTRACT,25-Mar-2020,21-Feb-2022
56,181.66068016185488,48.268210641672894,Henry,Torres,Nashville,Brazil,Legal,,CONTRACT,24-Feb-2020,26-Dec-2021
75,849.201065553144,52.50742087744946,,Gonzalez,Chicago,Colombia,Quality Assurance,,CONTRACT,08-Oct-2021,15-Jan-2020
80,372.44697202861374,43.0186259212932,Matthew,Davis,Tucson,Canada,Analytics,,CONTRACT,15-Jan-2023,26-Nov-2022
39,157.1027254646048,60.75375661746547,Charlotte,Gonzalez,San Francisco,South Korea,Analytics,New York,CONTRACT,17-Jan-2022,17-Oct-2020
25,286.3153150469182,86.3181854168983,Isabella,King,Sacramento,Argentina,Analytics,,CONTRACT,19-Sep-2023,29-Sep-2023
75,909.0257133219508,54.69254239735678,Mason,Davis,Miami,Japan,Legal,,CONTRACT,14-Jun-2022,10-Nov-2020
42,511.0872756417835,40.098352042108466,,Nguyen,,Austria,Operations,,CONTRACT,19-Aug-2023,21-Mar-2020
36,24.32138440367271,79.37502375793392,Samuel,Harris,Colorado Springs,Brazil,Analytics,,CONTRACT,29-May-2023,16-Nov-2022
61,791.3491153576366,49.140388720786575,Jackson,Smith,Philadelphia,Spain,Procurement,,CONTRACT,17-Apr-2022,26-May-2022
74,802.2153998669885,61.12119331277565,Noah,Lee,Fresno,Ireland,Finance,,CONTRACT,10-Jul-2020,12-Sep-2023
89,769.6948624247264,50.17462644740862,,Davis,New York,Norway,Operations,,CONTRACT,09-Jun-2020,25-Jun-2021
98,683.8139774076224,31.312831356136808,Liam,White,Columbus,Japan,Sales,Chicago,CONTRACT,05-Apr-2021,19-Feb-2023
86,238.78466513776408,64.7961939155674,Ava,Allen,Jacksonville,Canada,Legal,,CONTRACT,07-Apr-2022,21-Dec-2020
32,958.2429669031052,60.13166043307169,Jack,Thompson,Washington,USA,Product,,CONTRACT,13-Jul-2023,24-Feb-2021
80,711.5534752558378,57.556971512869296,Samuel,Gonzalez,Philadelphia,Czech Republic,Analytics,Denver,CONTRACT,17-Mar-2022,15-Oct-2022
62,42.880505338263156,60.19181631170834,Isabella,Johnson,Long Beach,Germany,Human Resources,,CONTRACT,10-Mar-2022,23-Feb-2022
47,146.44798441516272,66.46404475632465,Mason,Smith,Memphis,Colombia,IT,,CONTRACT,25-Jul-2022,18-May-2022
65,338.58128015343357,65.69754018657223,,Smith,Chicago,UK,Legal,,CONTRACT,31-Jul-2022,25-Mar-2021
74,863.6364259574938,49.70597916104157,Amelia,Lopez,Long Beach,Mexico,Legal,New York,CONTRACT,25-Mar-2020,26-Jun-2022
46,249.98517861921067,60.96810443248849,,Anderson,,Mexico,Sales,,CONTRACT,14-Jan-2020,09-Oct-2022
20,583.2359844612881,65.0747905597174,David,Gonzalez,Boston,Singapore,Procurement,,CONTRACT,24-Feb-2022,08-Apr-2022
